LotArea,GrLivArea,GarageArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,TotalBsmtSF,FullBath,HalfBath,TotRmsAbvGrd,Fireplaces,GarageCars,Neighborhood,MSZoning,BldgType,HouseStyle,KitchenQual,ExterQual,Foundation,CentralAir,PavedDrive,HeatingQC,SalePrice
5627,2049,619,6,6,2021,1988,213,1,0,9,0,3,OldTown,RM,1Fam,2Story,Ex,Ex,BrkTil,N,N,Ex,351234
11555,1827,78,6,1,2004,1969,1917,3,1,8,2,2,CollgCr,RH,1Fam,1.5Fin,Ex,Ex,PConc,N,Y,TA,421269
12173,2064,258,1,6,2011,1957,1612,3,0,5,1,2,OldTown,RH,2fmCon,1.5Fin,Gd,TA,PConc,Y,N,TA,342979
7450,549,496,5,1,1994,1976,1253,1,0,8,2,3,Edwards,RH,2fmCon,1Story,TA,TA,BrkTil,N,N,Ex,215493
3663,3011,877,9,4,2015,1973,721,1,1,4,0,1,Somerst,FV,Duplex,1.5Fin,Gd,Gd,PConc,Y,Y,Ex,520579
11721,3811,174,5,5,1974,2014,680,2,1,4,0,1,Somerst,RL,Duplex,1Story,Gd,TA,BrkTil,N,Y,Ex,572702
12230,2005,366,7,1,2007,1959,540,1,1,8,2,3,CollgCr,RL,Duplex,1Story,Gd,Ex,BrkTil,N,N,Ex,397314
7592,3002,14,6,7,2013,2010,1428,3,1,8,0,2,Edwards,RH,2fmCon,1Story,Gd,Gd,BrkTil,N,N,TA,552938
13494,3854,50,4,2,1993,2019,491,3,1,4,2,3,OldTown,RH,2fmCon,2Story,Gd,Gd,BrkTil,N,N,TA,563919
12429,834,106,2,3,1973,1963,1932,3,0,4,1,2,CollgCr,FV,2fmCon,1.5Fin,Gd,TA,PConc,Y,N,TA,228743
9392,1875,721,5,8,2000,2011,503,3,1,3,0,0,CollgCr,RL,Duplex,1.5Fin,Ex,Ex,CBlock,N,Y,TA,337792
3306,1167,468,9,2,2012,2020,1434,2,1,9,0,0,OldTown,FV,Duplex,1Story,Ex,Ex,CBlock,Y,N,Ex,336486
14221,2172,201,3,8,1973,1961,255,1,0,7,0,0,CollgCr,RM,Duplex,1Story,TA,Ex,BrkTil,N,Y,TA,328437
8776,2874,788,3,5,1997,2021,620,2,1,10,2,3,CollgCr,RM,Duplex,2Story,Ex,TA,CBlock,N,N,TA,443329
12867,1515,217,7,4,1969,1962,232,2,0,6,1,0,Somerst,RM,2fmCon,2Story,TA,Gd,BrkTil,Y,Y,Gd,292183
7864,835,40,2,2,1981,2005,1278,2,0,5,1,1,CollgCr,FV,2fmCon,2Story,Gd,TA,CBlock,Y,Y,Ex,200760
11474,1165,887,8,2,1983,1980,964,2,1,8,1,2,OldTown,RH,1Fam,2Story,TA,TA,CBlock,Y,Y,Gd,305969
9526,3542,770,7,6,2001,2017,392,3,0,4,1,2,CollgCr,RM,1Fam,1.5Fin,Gd,Ex,BrkTil,N,N,Ex,584858
10901,580,384,8,7,1987,1963,310,2,1,6,0,1,NAmes,RH,1Fam,1Story,TA,Ex,BrkTil,Y,Y,TA,204415
7575,2634,916,6,1,1963,2016,637,2,1,6,0,0,Edwards,RM,1Fam,1Story,TA,Gd,CBlock,N,Y,Gd,447857
7530,2299,714,5,2,1973,1986,1206,1,0,8,0,0,Somerst,RH,Duplex,2Story,TA,Ex,CBlock,N,Y,Ex,410485
14936,757,335,4,4,2021,2014,1459,2,0,10,1,0,OldTown,RH,Duplex,2Story,Gd,TA,BrkTil,Y,Y,Gd,207726
6413,1490,610,8,8,1957,1961,1231,3,0,5,0,2,CollgCr,FV,1Fam,1Story,TA,Ex,PConc,N,Y,TA,357030
5748,684,660,2,8,1955,2018,1966,2,1,7,2,3,OldTown,RM,1Fam,2Story,TA,Gd,PConc,Y,N,TA,214756
14971,2215,104,6,2,1992,1962,338,3,0,5,2,2,NAmes,FV,Duplex,1.5Fin,Ex,TA,PConc,Y,N,TA,383604
2663,3245,202,6,2,2004,1956,1695,3,1,4,1,2,CollgCr,RH,1Fam,2Story,TA,Gd,BrkTil,Y,Y,Gd,578357
3998,622,509,5,8,1976,2007,962,1,0,6,1,1,Edwards,FV,Duplex,1.5Fin,Ex,TA,BrkTil,Y,Y,TA,200782
9994,3667,94,2,8,1973,2004,1483,1,0,4,1,3,Edwards,RL,2fmCon,1Story,Gd,Gd,CBlock,Y,Y,TA,560476
13637,1104,176,5,5,2016,1999,615,1,0,5,0,0,NAmes,RM,Duplex,1Story,Ex,Ex,PConc,N,Y,TA,227452
13935,3062,64,3,6,1955,1986,903,3,1,9,2,0,Somerst,RH,Duplex,1.5Fin,Gd,TA,CBlock,Y,Y,Gd,456566
3495,1403,552,7,4,2015,1993,1449,2,0,10,1,2,Somerst,RH,2fmCon,1Story,Ex,Gd,CBlock,N,Y,Ex,373651
5304,2037,223,7,2,1965,1960,656,2,0,11,1,1,NAmes,RM,1Fam,1.5Fin,Gd,Ex,CBlock,Y,N,TA,399981
5763,2481,578,8,5,2006,1958,1098,1,1,10,0,2,OldTown,RL,2fmCon,1.5Fin,TA,Ex,PConc,Y,Y,TA,470805
7232,1894,379,9,3,2011,1960,808,2,0,10,1,0,Edwards,RH,2fmCon,1Story,TA,TA,CBlock,N,Y,TA,402735
3853,2852,254,1,2,2014,1993,544,2,0,4,2,0,CollgCr,RL,Duplex,1Story,TA,Gd,CBlock,N,N,TA,371936
8585,3928,991,4,2,1967,2020,1571,2,1,5,0,1,CollgCr,RL,1Fam,1.5Fin,Gd,TA,PConc,Y,Y,Ex,636948
14851,3719,297,6,5,1987,1981,1392,2,1,11,1,2,Somerst,RM,1Fam,1.5Fin,Gd,Ex,PConc,Y,Y,Ex,621068
3291,1808,580,7,6,1967,1970,602,3,0,6,1,1,Edwards,FV,2fmCon,2Story,Ex,TA,BrkTil,N,Y,Gd,376581
5581,3204,952,5,8,1963,2020,222,2,1,11,2,2,Edwards,RM,2fmCon,1.5Fin,Ex,Gd,BrkTil,Y,Y,Ex,487045
13649,2365,170,6,5,1975,1991,1452,3,0,5,0,2,CollgCr,RL,2fmCon,1Story,TA,TA,BrkTil,Y,Y,Ex,464702
9554,2441,612,1,7,2019,1973,392,1,1,8,1,2,Somerst,RM,Duplex,2Story,Ex,TA,PConc,N,Y,Ex,329913
9280,2809,651,5,5,1960,1976,786,2,1,9,0,0,OldTown,RM,1Fam,1Story,Ex,TA,CBlock,N,Y,Ex,438752
3636,2097,717,2,8,1951,1994,600,1,1,5,0,2,OldTown,RM,Duplex,1Story,Gd,Ex,CBlock,N,N,Gd,344803
5696,990,831,2,2,1974,1955,1874,3,1,7,1,3,OldTown,RL,Duplex,1.5Fin,TA,Gd,CBlock,N,Y,Gd,284508
13191,3285,363,1,1,2016,1956,1573,2,1,5,1,2,OldTown,FV,2fmCon,1.5Fin,Gd,Ex,BrkTil,N,Y,Ex,503063
13344,1554,818,9,8,2010,1959,298,2,0,9,1,3,Somerst,RH,1Fam,1Story,Gd,TA,PConc,N,N,TA,353626
2698,1201,72,4,8,1989,1952,1097,2,1,11,0,2,OldTown,FV,2fmCon,1Story,TA,TA,CBlock,Y,N,TA,271901
12352,3434,59,4,8,1979,1971,1189,3,0,8,1,0,Somerst,RH,2fmCon,1.5Fin,Ex,Ex,PConc,Y,Y,TA,516665
14289,1791,454,9,1,1958,1980,1608,1,1,10,0,1,Somerst,FV,2fmCon,2Story,Ex,Ex,BrkTil,N,N,Gd,456635
6737,2559,335,5,5,1979,1991,1095,3,0,4,1,3,Edwards,RL,Duplex,1Story,TA,Gd,PConc,N,Y,Ex,458183
2854,1714,667,4,1,1970,1995,1895,3,0,9,1,0,CollgCr,RL,1Fam,1Story,Ex,Ex,PConc,N,Y,TA,369707
10164,1923,123,7,3,1994,1953,1083,2,1,7,2,0,Somerst,RH,2fmCon,2Story,Gd,TA,BrkTil,N,N,Ex,396036
7855,2060,454,5,8,1961,2015,1920,2,0,6,0,0,Edwards,FV,2fmCon,1Story,Gd,Ex,PConc,N,Y,TA,432016
9392,2441,13,8,1,1991,1996,1172,3,1,6,0,2,Somerst,FV,2fmCon,1.5Fin,Gd,Ex,PConc,Y,N,Ex,480573
8528,2638,415,3,1,2002,2001,1981,1,1,6,1,1,OldTown,RL,2fmCon,2Story,Gd,Gd,PConc,N,Y,Gd,459714
13666,1099,775,8,2,1979,1985,1511,1,0,8,2,0,NAmes,RM,Duplex,1.5Fin,TA,Gd,BrkTil,N,N,TA,318271
7249,2309,26,6,6,1995,1952,259,1,1,8,0,3,NAmes,RL,1Fam,1.5Fin,TA,TA,BrkTil,Y,N,Ex,389025
7172,2848,756,9,1,2019,2004,498,1,0,10,1,3,Somerst,FV,2fmCon,1.5Fin,Ex,TA,BrkTil,N,N,TA,514066
3707,1634,49,6,5,2009,1995,1964,3,0,11,2,0,CollgCr,FV,Duplex,1Story,Ex,Gd,CBlock,Y,N,TA,381239
12969,579,186,4,7,2004,1960,849,2,0,6,0,1,OldTown,FV,2fmCon,2Story,TA,Ex,CBlock,Y,Y,TA,160451
7791,1335,56,2,2,2003,2008,1517,3,0,8,2,0,Edwards,FV,Duplex,1Story,TA,TA,BrkTil,Y,Y,TA,279581
11925,1151,770,3,7,1979,2012,1513,2,1,9,2,3,Edwards,FV,Duplex,1.5Fin,Gd,Gd,BrkTil,N,Y,Gd,268413
7535,2980,666,7,1,2008,1976,333,3,1,11,1,1,Somerst,RH,Duplex,1.5Fin,TA,TA,CBlock,N,N,Ex,473239
6931,916,989,5,7,1985,2012,1146,2,1,6,0,2,NAmes,RH,1Fam,1Story,Gd,Ex,BrkTil,N,Y,TA,276960
5510,3785,33,7,8,2007,2016,1171,1,1,8,1,2,OldTown,RM,Duplex,2Story,Gd,Ex,CBlock,Y,N,Gd,646612
2202,1970,537,7,3,2006,1980,815,2,0,10,1,1,CollgCr,FV,1Fam,1.5Fin,Gd,TA,BrkTil,N,Y,TA,394950
13447,2565,761,6,2,1956,2021,803,2,0,10,0,3,OldTown,RH,2fmCon,2Story,Ex,Ex,CBlock,N,Y,TA,456596
6218,1577,996,2,6,2001,1977,1537,1,0,10,1,1,Edwards,RM,1Fam,1Story,TA,TA,BrkTil,Y,Y,Ex,292349
14688,2403,935,5,2,2000,1971,431,1,1,7,0,2,OldTown,RH,Duplex,1Story,Ex,Ex,BrkTil,Y,N,Ex,384044
10958,1245,370,6,2,1963,2021,206,1,0,9,2,3,Edwards,FV,2fmCon,1.5Fin,Gd,TA,BrkTil,N,N,Ex,286101
6389,2502,85,8,1,1973,1952,1553,1,1,9,1,0,Somerst,RH,1Fam,1.5Fin,TA,TA,PConc,N,Y,Gd,516051
4327,739,159,1,6,1987,2004,856,3,0,11,0,2,NAmes,RH,1Fam,1.5Fin,TA,Gd,CBlock,Y,Y,Ex,155471
10004,3393,424,7,5,1951,1980,925,2,1,7,2,3,Somerst,RL,Duplex,1Story,Ex,TA,CBlock,Y,N,Gd,600036
4931,2444,897,5,4,2020,2011,354,3,0,4,0,0,CollgCr,RM,Duplex,2Story,Gd,Gd,PConc,N,N,Gd,376338
9777,2965,878,7,6,1984,1994,1916,1,1,5,0,2,NAmes,RM,1Fam,2Story,TA,Ex,CBlock,Y,N,Gd,588043
2197,1355,711,3,4,1989,1967,1415,1,0,8,2,2,CollgCr,FV,2fmCon,2Story,TA,Gd,CBlock,Y,N,Gd,303300
9125,3146,105,4,4,1999,1978,1629,2,1,8,0,3,Somerst,RL,2fmCon,1.5Fin,Gd,Ex,BrkTil,Y,N,TA,559976
3930,2296,390,2,1,1975,2018,1527,1,0,6,2,1,Edwards,RM,Duplex,1Story,Ex,Gd,PConc,Y,Y,Gd,382654
13774,2271,511,6,3,1964,1983,1240,1,1,8,1,1,Somerst,FV,1Fam,2Story,Gd,Ex,BrkTil,Y,Y,Gd,435689
8287,3694,274,5,2,1959,1999,1350,3,0,11,1,1,CollgCr,FV,Duplex,1.5Fin,Gd,Ex,BrkTil,Y,Y,TA,582961
10800,919,288,1,2,1976,1996,80,3,1,10,1,0,NAmes,RH,1Fam,1.5Fin,Gd,TA,PConc,Y,Y,Gd,123926
13464,2763,257,1,7,1975,2013,735,3,1,3,0,0,NAmes,RH,2fmCon,2Story,Ex,TA,BrkTil,N,Y,Ex,363988
11339,3991,962,8,6,1967,2019,1688,3,1,9,0,2,OldTown,RH,Duplex,2Story,TA,TA,PConc,N,Y,TA,685610
6282,1208,219,8,5,2014,1988,1883,1,1,11,2,2,Edwards,RH,1Fam,1Story,Ex,TA,CBlock,N,Y,Gd,366415
13589,3098,973,6,7,2015,1953,371,3,1,4,0,0,OldTown,RL,Duplex,2Story,Gd,TA,BrkTil,N,Y,Gd,498435
4511,3513,526,9,6,1981,1997,549,2,1,4,2,2,CollgCr,RL,2fmCon,2Story,Gd,Ex,CBlock,Y,N,Gd,596524
11986,3799,532,1,2,2008,2013,1543,2,1,9,1,0,Edwards,RL,2fmCon,2Story,Gd,Gd,PConc,Y,N,Ex,555570
2659,3808,845,8,5,2012,2017,1083,2,1,3,1,3,Edwards,RM,2fmCon,1Story,TA,Ex,PConc,Y,N,Ex,675100
4811,2167,58,2,6,2008,2006,1301,2,1,7,1,1,NAmes,RL,2fmCon,1Story,Gd,TA,PConc,N,Y,Ex,349744
9098,1853,359,8,1,1952,1951,165,1,1,6,0,3,Edwards,FV,Duplex,1.5Fin,Gd,TA,BrkTil,Y,Y,Gd,387754
8546,2535,593,3,4,2017,1976,325,3,0,3,1,2,Edwards,RH,2fmCon,1Story,Ex,Gd,CBlock,Y,Y,TA,364265
11561,3380,629,6,6,1965,1962,1227,2,1,4,1,0,Somerst,RM,2fmCon,2Story,Gd,Gd,BrkTil,N,Y,Gd,544423
3986,1179,112,7,7,2012,1968,1628,1,0,10,2,1,NAmes,RL,2fmCon,2Story,Gd,TA,CBlock,N,N,TA,351140
10338,986,806,3,5,1959,1970,1245,3,1,5,1,3,CollgCr,RL,1Fam,1Story,Ex,Ex,PConc,N,Y,Gd,232385
13411,1122,275,2,5,1963,1960,1979,3,1,10,2,2,OldTown,RM,2fmCon,1Story,Ex,TA,PConc,N,N,TA,279863
4911,1938,256,1,2,2000,1984,479,1,1,8,1,1,Somerst,RM,1Fam,2Story,TA,Gd,CBlock,N,Y,Gd,270424
3734,718,328,5,1,1992,1990,1799,3,0,7,1,3,Somerst,RL,Duplex,1Story,Ex,Ex,BrkTil,N,N,Gd,264378
3843,3268,776,1,4,2017,2008,1788,1,1,7,1,2,NAmes,FV,2fmCon,1.5Fin,Gd,Gd,PConc,Y,N,TA,517797
10680,2928,234,1,1,2011,1955,626,1,1,5,0,0,Somerst,RM,Duplex,2Story,Gd,Gd,CBlock,N,N,Gd,379662
4976,2634,50,5,4,2011,1970,125,1,0,8,2,1,Somerst,RM,2fmCon,1Story,TA,TA,PConc,N,N,TA,407926
3959,1984,677,3,3,1981,1963,1520,1,1,8,0,0,Edwards,FV,Duplex,1Story,Ex,Ex,PConc,Y,N,TA,345373
7759,3362,742,3,1,1972,1992,511,3,1,10,0,1,NAmes,RH,Duplex,1.5Fin,Gd,Gd,BrkTil,N,N,Ex,499886
8694,2958,220,7,3,1983,1999,1497,3,0,6,2,3,OldTown,RH,2fmCon,1.5Fin,TA,TA,PConc,N,Y,Ex,570175
4385,1190,782,3,4,1968,1988,176,3,0,5,0,3,Edwards,RL,1Fam,2Story,Gd,TA,BrkTil,N,Y,Ex,216573
13111,2529,595,2,5,1972,1994,693,1,1,8,2,1,NAmes,RM,2fmCon,1Story,Ex,Gd,BrkTil,N,Y,TA,395965
6736,1512,229,3,8,1993,1988,20,3,0,11,0,0,NAmes,FV,Duplex,2Story,TA,Gd,PConc,N,Y,TA,231817
3802,3072,808,4,8,2000,2000,1590,2,1,5,0,2,CollgCr,RH,2fmCon,1.5Fin,TA,Ex,PConc,N,Y,Gd,528288
10155,946,221,9,3,1989,2011,483,1,1,10,1,3,OldTown,RH,1Fam,1Story,Gd,TA,BrkTil,N,N,Ex,314562
10120,2847,942,2,7,2005,1959,1548,2,0,5,1,0,Somerst,RH,2fmCon,1Story,TA,Ex,BrkTil,Y,Y,Gd,441431
8616,2955,665,6,7,2021,1987,1285,1,0,7,0,3,Somerst,RL,1Fam,1Story,TA,Gd,CBlock,N,Y,TA,525179
7534,874,53,5,4,1958,1961,149,2,0,6,1,2,Edwards,RL,1Fam,2Story,Ex,Gd,CBlock,N,N,TA,203915
6061,2780,630,6,4,1963,2014,847,3,0,8,2,0,OldTown,RM,Duplex,2Story,Ex,TA,PConc,Y,N,TA,468464
13561,2422,709,5,7,2007,1985,721,3,1,9,1,0,NAmes,RH,2fmCon,2Story,Gd,Gd,CBlock,N,Y,TA,398714
2262,1137,934,6,8,2012,1962,671,2,1,5,1,0,Somerst,FV,Duplex,2Story,Ex,Ex,BrkTil,Y,Y,Gd,265487
8287,2270,272,4,3,1983,1968,1661,1,1,10,2,2,Somerst,FV,2fmCon,1.5Fin,Ex,TA,BrkTil,Y,N,Gd,414843
10815,3197,197,8,6,2014,2005,912,1,1,6,0,0,Edwards,RL,1Fam,2Story,TA,Gd,PConc,Y,Y,TA,535092
11208,3508,127,9,1,1981,1980,1008,1,1,9,1,2,NAmes,FV,2fmCon,1Story,TA,Ex,PConc,Y,N,Ex,627460
13835,3620,603,7,6,1957,1976,1127,2,0,10,2,1,Edwards,RM,2fmCon,2Story,TA,TA,PConc,Y,N,Gd,592568
4049,2733,8,1,8,1972,2002,1509,3,0,4,2,1,OldTown,FV,2fmCon,1Story,TA,TA,PConc,Y,N,Gd,440250
7423,3776,986,5,5,1981,1961,509,1,0,11,1,0,CollgCr,FV,Duplex,1Story,TA,Ex,CBlock,N,Y,Ex,560768
13915,2625,226,7,8,1987,2009,1933,3,1,11,2,2,OldTown,FV,2fmCon,1.5Fin,Gd,TA,CBlock,Y,Y,Ex,519819
6548,2004,557,5,4,1971,1970,679,3,0,4,0,0,CollgCr,RH,Duplex,1Story,Gd,Ex,CBlock,N,Y,Gd,341725
5108,3957,133,5,1,1976,1973,382,1,0,10,2,1,Edwards,RM,Duplex,2Story,TA,TA,PConc,N,N,TA,556971
14282,693,963,5,4,2010,2011,1138,1,1,6,2,3,NAmes,FV,1Fam,1Story,TA,Ex,BrkTil,N,N,Ex,221680
9158,3674,15,5,4,2001,1971,39,1,1,8,0,3,OldTown,RH,Duplex,1.5Fin,Gd,Gd,CBlock,N,N,Ex,538761
12248,1899,214,5,8,1978,1980,884,1,0,11,0,2,NAmes,RH,2fmCon,1Story,Ex,Gd,CBlock,Y,N,TA,348354
9400,2834,111,1,7,1962,1962,1130,2,0,11,0,3,OldTown,RL,Duplex,1Story,TA,Gd,CBlock,N,Y,TA,431999
5170,2005,854,6,4,1986,1991,171,2,0,8,1,2,NAmes,FV,2fmCon,2Story,TA,TA,PConc,Y,N,TA,359892
11874,2246,156,6,1,1991,1983,634,1,1,10,0,3,Somerst,RH,Duplex,1.5Fin,TA,Ex,PConc,Y,Y,Ex,424388
4255,749,424,8,2,1994,1983,1335,3,1,8,0,0,NAmes,FV,Duplex,1.5Fin,Gd,Ex,CBlock,N,N,Ex,261297
3154,1724,451,5,5,1991,1976,272,3,1,8,1,2,NAmes,RH,1Fam,1Story,TA,Gd,CBlock,N,N,TA,310648
6499,1035,317,2,5,1983,2017,528,3,0,6,0,2,Edwards,RL,2fmCon,1Story,Gd,Ex,BrkTil,N,Y,TA,176847
8295,2847,359,7,2,1983,2020,1551,1,1,11,0,0,Edwards,RH,1Fam,2Story,TA,Gd,PConc,N,N,TA,524337
8197,1606,375,1,4,1976,1975,208,2,0,5,2,0,Edwards,FV,1Fam,2Story,Ex,Ex,BrkTil,Y,Y,Ex,199259
13383,3356,935,5,2,1991,1999,1237,2,1,3,0,3,Somerst,RM,Duplex,1.5Fin,Ex,Ex,BrkTil,Y,N,Gd,578166
11888,957,957,5,6,1975,1970,1563,1,1,10,0,2,NAmes,RH,1Fam,2Story,Gd,Gd,CBlock,N,Y,TA,276624
14183,3238,919,3,3,2001,1966,941,1,0,4,2,1,Somerst,RM,1Fam,1Story,Gd,Gd,CBlock,Y,N,TA,506784
14915,3869,901,2,3,1976,1981,1980,3,1,8,0,3,OldTown,RL,2fmCon,1Story,Ex,Ex,BrkTil,N,N,Gd,621813
14874,1887,295,4,1,2000,1976,142,3,0,9,1,0,OldTown,RM,2fmCon,1.5Fin,Gd,Gd,CBlock,N,Y,Ex,310814
3648,3265,197,7,1,2017,1993,1400,2,0,6,1,1,Edwards,FV,1Fam,1Story,Ex,Ex,BrkTil,Y,N,TA,569223
7539,539,569,3,3,2010,2015,1638,1,1,6,0,3,NAmes,RM,1Fam,1Story,Gd,Gd,BrkTil,Y,Y,Gd,203239
11637,3911,397,6,6,1983,1989,917,1,0,6,0,0,OldTown,FV,2fmCon,2Story,TA,Ex,PConc,N,N,TA,613754
6199,2039,589,7,6,1952,1984,1849,1,1,10,2,1,CollgCr,FV,1Fam,1.5Fin,TA,TA,CBlock,Y,N,Ex,467508
14115,2655,241,2,2,1974,1970,916,1,1,6,2,2,OldTown,RM,1Fam,2Story,Ex,Gd,BrkTil,Y,N,TA,399849
10445,3887,428,3,8,1974,1955,1354,3,0,5,0,1,CollgCr,RL,1Fam,1.5Fin,Ex,TA,BrkTil,N,N,TA,599513
13375,3685,878,9,7,2014,1981,1740,3,0,8,0,1,CollgCr,RM,1Fam,1.5Fin,Ex,TA,CBlock,N,N,Gd,658369
4557,3738,610,1,8,1986,2015,1827,1,0,9,0,1,OldTown,RH,Duplex,2Story,TA,TA,PConc,Y,Y,Gd,547957
7592,760,5,8,6,1962,1961,1683,2,0,6,0,0,Edwards,RM,Duplex,1.5Fin,Ex,Gd,PConc,Y,N,TA,309976
2098,2141,790,1,8,1964,1963,740,3,1,10,1,2,NAmes,RH,1Fam,1Story,Ex,TA,BrkTil,Y,Y,Gd,337274
4200,1747,317,3,1,1955,2019,69,1,0,5,0,2,Edwards,FV,Duplex,1Story,Ex,Gd,BrkTil,Y,Y,Gd,260748
4961,3833,211,6,7,1988,1951,1650,1,1,3,0,0,CollgCr,RL,2fmCon,2Story,Ex,TA,BrkTil,N,N,Gd,619211
6973,3822,272,8,2,1962,1972,384,3,0,8,1,2,Edwards,RH,2fmCon,1Story,Ex,Gd,CBlock,N,N,Ex,629369
6433,3073,83,7,1,1975,2002,1296,3,0,4,0,2,Edwards,RL,1Fam,1.5Fin,Gd,Ex,PConc,Y,Y,Ex,550730
13969,3257,623,3,8,1976,1965,1045,2,0,6,2,2,Edwards,RH,Duplex,1.5Fin,Gd,Ex,PConc,N,N,Ex,497412
4869,625,709,6,5,1971,1967,470,1,0,3,0,0,Edwards,RL,Duplex,1Story,Gd,Gd,CBlock,Y,Y,Gd,181458
13426,1729,359,1,2,2014,1951,517,3,1,5,2,2,CollgCr,RM,2fmCon,1Story,Ex,Gd,PConc,N,Y,Gd,248214
13983,3711,380,8,3,1992,2015,850,3,0,8,2,0,Somerst,FV,Duplex,1.5Fin,Ex,Gd,CBlock,Y,Y,Gd,617357
2956,3633,539,9,3,1992,1994,605,2,1,7,0,3,NAmes,RL,2fmCon,1.5Fin,Ex,TA,CBlock,Y,N,Ex,626621
14259,1806,140,9,6,2014,2001,1447,1,1,5,0,0,Edwards,FV,1Fam,1.5Fin,Gd,Gd,PConc,Y,Y,Gd,412290
10352,2601,924,4,7,1960,2005,877,3,0,3,2,3,Edwards,FV,2fmCon,2Story,TA,Gd,PConc,N,N,Gd,437698
7699,2893,509,4,1,1983,1997,1994,1,0,3,0,3,Somerst,RM,1Fam,1.5Fin,Gd,Ex,BrkTil,Y,Y,Ex,528660
8944,635,172,7,2,2016,2015,976,1,0,3,0,0,CollgCr,FV,Duplex,1Story,Gd,Ex,PConc,N,N,Ex,241477
6493,2877,19,7,4,2007,2001,958,1,1,4,1,2,Edwards,RH,2fmCon,1.5Fin,Gd,Gd,PConc,Y,Y,TA,503593
11492,3715,953,6,7,1960,1959,703,1,1,9,1,0,OldTown,RM,1Fam,2Story,Gd,Ex,PConc,Y,Y,TA,557806
6911,1959,976,7,8,1999,1965,284,2,0,6,0,0,Somerst,FV,Duplex,1Story,Ex,Ex,BrkTil,N,N,TA,336229
5987,3853,628,1,3,2021,2001,1199,1,1,10,2,3,OldTown,FV,1Fam,2Story,Ex,Ex,BrkTil,N,N,TA,552485
11719,635,502,9,3,1959,1971,1490,1,0,3,0,2,Somerst,RH,1Fam,1.5Fin,Gd,Gd,PConc,N,N,Gd,319462
8015,1312,565,6,2,1957,2012,430,1,1,5,0,3,Edwards,RH,1Fam,1.5Fin,Gd,Gd,BrkTil,Y,Y,Ex,298298
3218,1351,226,8,2,2013,1965,427,3,1,8,0,1,NAmes,FV,Duplex,1Story,Gd,Ex,BrkTil,N,N,Ex,316766
6496,2244,108,5,1,1979,2008,1647,3,0,5,2,3,OldTown,FV,Duplex,2Story,Gd,TA,BrkTil,Y,N,TA,458874
6735,2438,742,7,8,1985,1982,331,2,1,9,2,1,CollgCr,RH,1Fam,1.5Fin,Gd,Ex,BrkTil,Y,Y,Ex,423583
13296,3972,319,3,8,1979,1989,443,1,0,4,1,2,Edwards,FV,Duplex,1.5Fin,TA,Gd,CBlock,Y,Y,TA,548330
12927,1370,307,1,6,2005,1974,1912,1,0,3,1,3,Edwards,RL,1Fam,1Story,Gd,TA,BrkTil,N,N,Ex,304893
6555,3439,740,7,6,2018,1990,1236,1,0,4,2,1,NAmes,RM,1Fam,1.5Fin,Ex,TA,BrkTil,Y,Y,TA,590705
11146,1972,810,5,4,1968,1960,442,3,0,10,1,3,Somerst,RH,1Fam,2Story,TA,Ex,CBlock,Y,Y,Gd,348730
10050,1134,86,1,8,1998,1988,1550,3,0,11,2,1,Edwards,RH,Duplex,1.5Fin,Gd,TA,BrkTil,Y,N,Ex,229940
14757,2151,785,9,7,2011,1961,1214,1,0,6,2,1,OldTown,FV,1Fam,1.5Fin,Ex,TA,CBlock,N,N,Ex,463156
5446,1168,227,9,3,2010,1955,477,2,0,9,1,1,OldTown,FV,1Fam,2Story,TA,Ex,PConc,Y,N,Ex,307233
3045,1793,851,6,2,1974,1953,504,3,0,4,0,3,Edwards,RH,Duplex,2Story,Gd,Gd,PConc,N,N,TA,366488
8893,3588,309,9,8,1960,2003,1472,2,0,10,0,3,OldTown,FV,2fmCon,2Story,TA,Gd,PConc,N,N,Ex,666084
3693,768,827,7,3,1979,1997,1744,3,1,3,2,1,Edwards,RM,1Fam,2Story,Ex,TA,BrkTil,Y,N,TA,295754
5436,1360,378,8,7,2020,2015,1565,2,1,8,1,2,CollgCr,RH,Duplex,2Story,Ex,Gd,BrkTil,N,N,Ex,373000
10754,981,582,2,8,2015,1982,148,3,1,9,0,0,Somerst,RL,1Fam,1.5Fin,Ex,TA,CBlock,Y,Y,TA,152092
12677,3790,739,2,4,1984,2005,248,2,1,4,0,0,NAmes,FV,Duplex,2Story,Ex,Ex,CBlock,Y,N,Gd,493566
7895,3890,384,4,6,1992,1996,603,3,0,6,1,3,NAmes,RM,1Fam,2Story,TA,Ex,BrkTil,Y,N,Ex,562184
5354,1761,112,1,8,2016,1990,659,1,0,3,2,0,NAmes,RM,1Fam,2Story,Gd,TA,CBlock,N,Y,TA,254577
2225,2832,292,8,6,2000,1972,242,1,0,4,1,1,CollgCr,RH,Duplex,1Story,Ex,TA,BrkTil,Y,N,TA,498399
6893,3608,304,5,7,1995,1985,1938,1,1,8,2,2,NAmes,RH,2fmCon,1.5Fin,Gd,Ex,CBlock,N,N,TA,622852
9022,602,290,7,5,2011,2014,1148,1,1,6,1,0,OldTown,RL,1Fam,1Story,Gd,Gd,BrkTil,N,N,Gd,227356
